iter	Passed	Remaining
667	931	463
668	932	461
669	933	459
670	934	458
671	934	456
672	935	454
673	935	452
674	936	450
675	937	449
676	937	447
677	938	445
678	938	443
679	939	442
680	940	440
681	940	438
682	941	436
683	942	435
684	942	433
685	943	431
686	944	430
687	944	428
688	945	426
689	945	424
690	946	423
691	960	427
692	961	426
693	962	424
694	963	422
695	964	421
696	964	419
697	965	417
698	965	415
699	966	414
700	967	412
701	967	410
702	968	409
703	969	407
704	969	405
705	970	404
706	970	402
707	971	400
708	971	398
709	972	397
710	973	395
711	973	393
712	974	392
713	974	390
714	975	388
715	975	387
716	991	391
717	992	389
718	993	388
719	994	386
720	994	384
721	995	383
722	996	381
723	996	380
724	997	378
725	997	376
726	998	375
727	999	373
728	1000	371
729	1000	370
730	1001	368
731	1002	366
732	1002	365
733	1003	363
734	1003	361
735	1004	360
736	1005	358
737	1005	357
738	1006	355
739	1006	353
740	1026	358
741	1026	357
742	1027	355
743	1028	353
744	1028	352
745	1029	350
746	1030	348
747	1030	347
748	1031	345
749	1032	344
750	1032	342
751	1033	340
752	1034	339
753	1034	337
754	1035	335
755	1035	334
756	1036	332
757	1037	331
758	1037	329
759	1038	327
760	1038	326
761	1039	324
762	1039	322
763	1040	321
764	1041	319
765	1056	322
766	1057	321
767	1057	319
768	1058	317
769	1059	316
770	1059	314
771	1060	313
772	1060	311
773	1061	309
774	1061	308
775	1062	306
776	1062	304
777	1063	303
778	1063	301
779	1064	300
780	1064	298
781	1065	296
782	1065	295
783	1066	293
784	1066	292
785	1067	290
786	1067	288
787	1068	287
788	1068	285
789	1069	284
790	1069	282
791	1070	281
792	1070	279
793	1072	278
794	1086	280
795	1087	278
796	1088	277
797	1089	275
798	1089	274
799	1090	272
800	1090	270
801	1091	269
802	1091	267
803	1092	266
804	1092	264
805	1093	263
806	1094	261
807	1094	260
808	1095	258
809	1095	257
810	1096	255
811	1096	253
812	1097	252
813	1097	250
814	1098	249
815	1098	247
816	1099	246
817	1099	244
818	1100	243
819	1100	241
820	1101	240
821	1113	241
822	1117	240
823	1118	238
824	1118	237
825	1119	235
826	1120	234
827	1120	232
828	1121	231
829	1121	229
830	1122	228
831	1122	226
832	1123	225
833	1123	223
834	1124	222
835	1124	220
836	1125	219
837	1126	217
838	1126	216
839	1127	214
840	1127	213
841	1128	211
842	1128	210
843	1129	208
844	1129	207
845	1130	205
846	1130	204
847	1131	202
848	1131	201
849	1137	200
850	1147	200
851	1148	199
852	1149	198
853	1149	196
854	1150	195
855	1151	193
856	1151	192
857	1152	190
858	1152	189
859	1153	187
860	1153	186
861	1154	184
862	1154	183
863	1155	181
864	1155	180
865	1156	178
866	1156	177
867	1157	175
868	1157	174
869	1158	173
870	1158	171
871	1159	170
872	1159	168
873	1160	167
874	1160	165
875	1161	164
876	1161	162
877	1162	161
878	1163	160
879	1163	158
880	1164	157
881	1164	155
882	1165	154
883	1165	152
884	1166	151
885	1166	150
886	1167	148
887	1167	147
888	1168	145
889	1169	144
890	1169	143
891	1170	141
892	1177	141
893	1186	140
894	1186	139
895	1187	137
896	1187	136
897	1188	134
898	1188	133
899	1189	132
900	1189	130
901	1190	129
902	1190	127
903	1191	126
904	1191	125
905	1192	123
906	1192	122
907	1193	120
908	1193	119
909	1194	118
910	1194	116
911	1195	115
912	1196	113
913	1196	112
914	1197	111
915	1197	109
916	1198	108
917	1199	107
918	1199	105
919	1200	104
920	1200	102
921	1205	102
922	1216	101
923	1217	100
924	1217	98
925	1218	97
926	1219	95
927	1219	94
928	1220	93
929	1220	91
930	1221	90
931	1221	89
932	1222	87
933	1222	86
934	1223	85
935	1224	83
936	1224	82
937	1225	80
938	1225	79
939	1226	78
940	1226	76
941	1227	75
942	1227	74
943	1228	72
944	1228	71
945	1229	70
946	1229	68
947	1230	67
948	1230	66
949	1231	64
950	1232	63
951	1232	62
952	1233	60
953	1233	59
954	1234	58
955	1234	56
956	1238	55
957	1251	54
958	1251	53
959	1252	52
960	1252	50
961	1253	49
962	1253	48
963	1254	46
964	1254	45
965	1255	44
966	1255	42
967	1256	41
968	1256	40
969	1257	38
970	1257	37
971	1258	36
972	1258	34
973	1259	33
974	1259	32
975	1260	30
976	1260	29
977	1261	28
978	1262	27
979	1262	25
980	1263	24
981	1263	23
982	1264	21
983	1264	20
984	1265	19
985	1265	17
986	1275	16
987	1282	15
988	1283	14
989	1283	12
990	1284	11
991	1284	10
992	1285	9
993	1285	7
994	1286	6
995	1286	5
996	1287	3
997	1287	2
998	1288	1
999	1288	0
